timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-23T11:38:26,mobilenet_v2_baseline,832a7fad-2731-46c3-968e-920696800cee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,37675.59291889996,0.6468492048366717,1.7168919046053814e-05,120.0,0.0,10.0,1.2558496750199577,0.0,0.10465209243916374,1.3605017674591213,0.0,Vietnam,VNM,hanoi,,,Windows-11-10.0.26200-SP0,3.14.0,3.2.0,16,AMD Ryzen 7 5825U with Radeon Graphics,,,105.8461,21.0184,15.351802825927734,machine,N,1.0,0.0
